C:\Users\Utente\Desktop\DEGARI-Music\prototipi_music\reggae_rnb.txt	48
C:\Users\Utente\Desktop\DEGARI-Music\prototipi_music\reggae_country.txt	48
C:\Users\Utente\Desktop\DEGARI-Music\prototipi_music\rnb_rap.txt	48
C:\Users\Utente\Desktop\DEGARI-Music\prototipi_music\rnb_metal.txt	48
C:\Users\Utente\Desktop\DEGARI-Music\prototipi_music\rnb_rock.txt	48
C:\Users\Utente\Desktop\DEGARI-Music\prototipi_music\rnb_pop.txt	48
C:\Users\Utente\Desktop\DEGARI-Music\prototipi_music\rnb_trap.txt	48
C:\Users\Utente\Desktop\DEGARI-Music\prototipi_music\rnb_reggae.txt	48
C:\Users\Utente\Desktop\DEGARI-Music\prototipi_music\rnb_country.txt	48
C:\Users\Utente\Desktop\DEGARI-Music\prototipi_music\country_rap.txt	48
C:\Users\Utente\Desktop\DEGARI-Music\prototipi_music\country_metal.txt	48
C:\Users\Utente\Desktop\DEGARI-Music\prototipi_music\country_rock.txt	48
C:\Users\Utente\Desktop\DEGARI-Music\prototipi_music\country_pop.txt	48
C:\Users\Utente\Desktop\DEGARI-Music\prototipi_music\country_trap.txt	48
C:\Users\Utente\Desktop\DEGARI-Music\prototipi_music\country_reggae.txt	48
C:\Users\Utente\Desktop\DEGARI-Music\prototipi_music\country_rnb.txt	48
